time,V(n003)
2.596968547543074e-003,-1.551184e-001
2.634403443376407e-003,-1.667960e-001
2.671838339209740e-003,-1.765721e-001
2.709273235043073e-003,-1.845807e-001
2.746708130876407e-003,-1.909515e-001
2.784143026709740e-003,-1.958099e-001
2.821577922543073e-003,-1.992764e-001
2.859012818376407e-003,-2.014666e-001
2.896447714209741e-003,-2.024915e-001
2.933882610043075e-003,-2.024566e-001
2.971317505876409e-003,-2.014630e-001
3.008752401709743e-003,-1.996062e-001
3.046187297543077e-003,-1.969771e-001
3.083622193376411e-003,-1.936616e-001
3.121057089209745e-003,-1.897405e-001
3.158491985043079e-003,-1.852901e-001
3.195926880876413e-003,-1.803817e-001
3.233361776709747e-003,-1.750821e-001
3.270796672543081e-003,-1.694727e-001
3.279873338370259e-003,-1.680768e-001
3.288950004197438e-003,-1.666641e-001
3.298026670024616e-003,-1.652347e-001
3.307103335851795e-003,-1.637886e-001
3.316180001678974e-003,-1.623257e-001
3.325256667506152e-003,-1.608460e-001
3.334333333333331e-003,-1.593496e-001
3.334340559862905e-003,-1.594524e-001
3.334344156761323e-003,-1.596090e-001
3.334350186143001e-003,-1.601072e-001
3.334356332028852e-003,-1.610156e-001
3.334365466450090e-003,-1.632246e-001
3.334375393869843e-003,-1.668866e-001
3.334389208929989e-003,-1.741369e-001
3.334405181947148e-003,-1.852775e-001
3.334428339252301e-003,-2.053889e-001
3.334464158673392e-003,-2.407604e-001
3.334526047955168e-003,-3.051691e-001
3.334560329181383e-003,-3.401327e-001
3.334607114614726e-003,-3.870366e-001
3.335333333333330e-003,-1.111744e+000
3.335341376746037e-003,-1.119534e+000
3.335352101296312e-003,-1.129207e+000
3.335363388012816e-003,-1.138165e+000
3.335376618085796e-003,-1.146626e+000
3.335391069096656e-003,-1.153380e+000
3.335406168666314e-003,-1.157894e+000
3.335422291771531e-003,-1.160369e+000
3.335441608392492e-003,-1.161380e+000
3.335473610511943e-003,-1.160248e+000
3.335497232880728e-003,-1.159048e+000
3.335520855249513e-003,-1.158086e+000
3.335544477618299e-003,-1.157362e+000
3.335568099987085e-003,-1.156876e+000
3.335591722355870e-003,-1.156629e+000
3.335615344724656e-003,-1.156620e+000
3.335638967093441e-003,-1.156849e+000
3.344860741480903e-003,-1.131062e+000
3.354082515868365e-003,-1.105572e+000
3.363304290255827e-003,-1.080379e+000
3.372526064643290e-003,-1.055481e+000
3.381747839030752e-003,-1.030881e+000
3.390969613418214e-003,-1.006576e+000
3.400191387805676e-003,-9.825684e-001
3.437626283639010e-003,-8.875856e-001
3.475061179472344e-003,-7.972482e-001
3.512496075305678e-003,-7.117006e-001
3.549930971139012e-003,-6.308941e-001
3.587365866972346e-003,-5.547628e-001
3.624800762805680e-003,-4.832246e-001
3.662235658639014e-003,-4.161831e-001
3.699670554472348e-003,-3.535299e-001
3.737105450305682e-003,-2.951462e-001
3.774540346139016e-003,-2.409039e-001
3.811975241972350e-003,-1.906675e-001
3.849410137805684e-003,-1.442954e-001
3.886845033639018e-003,-1.016411e-001
3.924279929472352e-003,-6.255404e-002
3.961714825305686e-003,-2.688140e-002
3.999149721139020e-003,5.531581e-003
4.036584616972354e-003,3.484039e-002
4.074019512805688e-003,6.120053e-002
4.111454408639022e-003,8.476672e-002
4.148889304472356e-003,1.056923e-001
4.186324200305690e-003,1.241285e-001
4.223759096139024e-003,1.402242e-001
4.261193991972358e-003,1.541252e-001
4.298628887805692e-003,1.659737e-001
4.336063783639025e-003,1.759083e-001
4.373498679472359e-003,1.840637e-001
4.410933575305693e-003,1.905699e-001
4.448368471139027e-003,1.955528e-001
4.485803366972361e-003,1.991331e-001
4.523238262805695e-003,2.014272e-001
4.560673158639029e-003,2.025463e-001
4.598108054472363e-003,2.025966e-001
4.635542950305697e-003,2.016793e-001
4.672977846139031e-003,1.998908e-001
4.710412741972365e-003,1.973222e-001
4.747847637805699e-003,1.940598e-001
4.785282533639033e-003,1.901851e-001
4.822717429472367e-003,1.857745e-001
4.860152325305701e-003,1.808999e-001
4.897587221139035e-003,1.756286e-001
4.935022116972369e-003,1.700401e-001
4.944304671690601e-003,1.686178e-001
4.953587226408832e-003,1.671778e-001
4.962869781127064e-003,1.657200e-001
4.972152335845295e-003,1.642445e-001
4.981434890563526e-003,1.627513e-001
4.990717445281758e-003,1.612402e-001
4.999999999999990e-003,1.597114e-001
5.000007227976042e-003,1.598142e-001
5.000010826164321e-003,1.599708e-001
5.000016857119676e-003,1.604688e-001
5.000022988893071e-003,1.613741e-001
5.000032120192607e-003,1.635792e-001
5.000042034817360e-003,1.672312e-001
5.000055847644223e-003,1.744704e-001
5.000071804667492e-003,1.855861e-001
5.000094950601515e-003,2.056672e-001
5.000130690543212e-003,2.409335e-001
5.000192464785364e-003,3.052039e-001
5.000226748238221e-003,3.401679e-001
5.000273425790943e-003,3.869586e-001
5.000999999999989e-003,1.111855e+000
5.001008039079183e-003,1.119640e+000
5.001018757851440e-003,1.129310e+000
5.001030085757140e-003,1.138307e+000
5.001043367866813e-003,1.146813e+000
5.001057857112658e-003,1.153600e+000
5.001073012093277e-003,1.158150e+000
5.001089205198640e-003,1.160655e+000
5.001108658142254e-003,1.161697e+000
5.001140790920761e-003,1.160593e+000
5.001164587299889e-003,1.159400e+000
5.001188383679018e-003,1.158444e+000
5.001212180058145e-003,1.157724e+000
5.001235976437273e-003,1.157241e+000
5.001259772816400e-003,1.156994e+000
5.001283569195529e-003,1.156983e+000
5.001307365574657e-003,1.157209e+000
5.011020465539225e-003,1.130060e+000
5.020733565503793e-003,1.103239e+000
5.030446665468362e-003,1.076745e+000
5.040159765432931e-003,1.050579e+000
5.049872865397500e-003,1.024740e+000
5.059585965362068e-003,9.992282e-001
5.069299065326637e-003,9.740441e-001
5.106733961159971e-003,8.794504e-001
5.144168856993305e-003,7.895539e-001
5.181603752826639e-003,7.044418e-001
5.219038648659973e-003,6.240642e-001
5.256473544493307e-003,5.483536e-001
5.293908440326641e-003,4.772266e-001
5.331343336159975e-003,4.105858e-001
5.368778231993309e-003,3.483221e-001
5.406213127826643e-003,2.903156e-001
5.443648023659977e-003,2.364377e-001
5.481082919493311e-003,1.865525e-001
5.518517815326644e-003,1.405178e-001
5.555952711159978e-003,9.818686e-002
5.593387606993312e-003,5.940903e-002
5.630822502826646e-003,2.403124e-002
5.668257398659980e-003,-8.101266e-003
5.705692294493314e-003,-3.714395e-002
5.743127190326648e-003,-6.325221e-002
5.780562086159982e-003,-8.658062e-002
5.817996981993316e-003,-1.072823e-001
5.855431877826650e-003,-1.255082e-001
5.892866773659984e-003,-1.414070e-001
5.930301669493318e-003,-1.551240e-001
5.967736565326652e-003,-1.668012e-001
6.005171461159986e-003,-1.765769e-001
6.042606356993320e-003,-1.845850e-001
6.080041252826654e-003,-1.909555e-001
6.117476148659988e-003,-1.958136e-001
6.154911044493322e-003,-1.992797e-001
6.192345940326656e-003,-2.014696e-001
6.229780836159990e-003,-2.024941e-001
6.267215731993324e-003,-2.024590e-001
6.304650627826658e-003,-2.014650e-001
6.342085523659992e-003,-1.996080e-001
6.379520419493326e-003,-1.969787e-001
6.416955315326660e-003,-1.936629e-001
6.454390211159994e-003,-1.897417e-001
6.491825106993328e-003,-1.852910e-001
6.529260002826662e-003,-1.803824e-001
6.566694898659996e-003,-1.750827e-001
6.604129794493330e-003,-1.694731e-001
6.613206490518091e-003,-1.680772e-001
6.622283186542853e-003,-1.666645e-001
6.631359882567614e-003,-1.652350e-001
6.640436578592375e-003,-1.637888e-001
6.649513274617136e-003,-1.623259e-001
6.658589970641898e-003,-1.608462e-001
6.667666666666659e-003,-1.593497e-001
6.667673893196237e-003,-1.594525e-001
6.667677490094657e-003,-1.596091e-001
6.667683519476333e-003,-1.601074e-001
6.667689665362085e-003,-1.610158e-001
6.667698799783284e-003,-1.632247e-001
6.667708727202937e-003,-1.668867e-001
6.667722542263037e-003,-1.741371e-001
6.667738515280053e-003,-1.852776e-001
6.667761672585059e-003,-2.053891e-001
6.667797492005466e-003,-2.407605e-001
6.667859381286099e-003,-3.051692e-001
6.667893662512188e-003,-3.401328e-001
6.667940447944402e-003,-3.870367e-001
6.668666666666660e-003,-1.111745e+000
6.668674710078973e-003,-1.119534e+000
6.668685434628725e-003,-1.129207e+000
6.668696721345392e-003,-1.138165e+000
6.668709951418495e-003,-1.146626e+000
6.668724402429312e-003,-1.153380e+000
6.668739501998836e-003,-1.157894e+000
6.668755625103886e-003,-1.160369e+000
6.668774941724417e-003,-1.161380e+000
6.668806943844237e-003,-1.160248e+000
6.668830566213017e-003,-1.159048e+000
6.668854188581798e-003,-1.158086e+000
6.668877810950578e-003,-1.157362e+000
6.668901433319358e-003,-1.156876e+000
6.668925055688137e-003,-1.156629e+000
6.668948678056918e-003,-1.156620e+000
6.668972300425698e-003,-1.156849e+000
6.678194074549836e-003,-1.131063e+000
6.687415848673975e-003,-1.105572e+000
6.696637622798114e-003,-1.080379e+000
6.705859396922252e-003,-1.055481e+000
6.715081171046390e-003,-1.030881e+000
6.724302945170529e-003,-1.006576e+000
6.733524719294668e-003,-9.825683e-001
6.770959615128002e-003,-8.875855e-001
6.808394510961336e-003,-7.972480e-001
6.845829406794670e-003,-7.117002e-001
6.883264302628003e-003,-6.308937e-001
6.920699198461337e-003,-5.547624e-001
6.958134094294671e-003,-4.832240e-001
6.995568990128005e-003,-4.161824e-001
7.033003885961339e-003,-3.535293e-001
7.070438781794673e-003,-2.951455e-001
7.107873677628007e-003,-2.409032e-001
7.145308573461341e-003,-1.906668e-001
7.182743469294675e-003,-1.442947e-001
7.220178365128009e-003,-1.016403e-001
7.257613260961343e-003,-6.255329e-002
7.295048156794677e-003,-2.688064e-002
7.332483052628011e-003,5.532335e-003
7.369917948461345e-003,3.484114e-002
7.407352844294679e-003,6.120127e-002
7.444787740128013e-003,8.476745e-002
7.482222635961347e-003,1.056930e-001
7.519657531794681e-003,1.241292e-001
7.557092427628015e-003,1.402249e-001
7.594527323461349e-003,1.541258e-001
7.631962219294683e-003,1.659743e-001
7.669397115128017e-003,1.759090e-001
7.706832010961351e-003,1.840643e-001
7.744266906794685e-003,1.905705e-001
7.781701802628019e-003,1.955533e-001
7.819136698461352e-003,1.991337e-001
7.856571594294686e-003,2.014277e-001
7.894006490128020e-003,2.025468e-001
7.931441385961354e-003,2.025970e-001
7.968876281794688e-003,2.016798e-001
8.006311177628022e-003,1.998912e-001
8.043746073461356e-003,1.973226e-001
8.081180969294690e-003,1.940602e-001
8.118615865128024e-003,1.901854e-001
8.156050760961358e-003,1.857748e-001
8.193485656794692e-003,1.809002e-001
8.230920552628026e-003,1.756289e-001
8.268355448461360e-003,1.700403e-001
8.277638003443069e-003,1.686181e-001
8.286920558424777e-003,1.671781e-001
8.296203113406486e-003,1.657203e-001
8.305485668388195e-003,1.642448e-001
8.314768223369904e-003,1.627515e-001
8.324050778351612e-003,1.612405e-001
8.333333333333321e-003,1.597117e-001
8.333340561309376e-003,1.598144e-001
8.333344159497654e-003,1.599711e-001
8.333350190453011e-003,1.604690e-001
8.333356322226392e-003,1.613743e-001
8.333365453525924e-003,1.635794e-001
8.333375368150667e-003,1.672314e-001
8.333389180977532e-003,1.744706e-001
8.333405138000787e-003,1.855863e-001
8.333428283934803e-003,2.056674e-001
8.333464023876427e-003,2.409337e-001
8.333525798118472e-003,3.052041e-001
8.333560081571330e-003,3.401681e-001
8.333606759123945e-003,3.869588e-001
8.334333333333319e-003,1.111855e+000
8.334341372412471e-003,1.119640e+000
8.334352091184674e-003,1.129311e+000
8.334363419090395e-003,1.138307e+000
8.334376701200089e-003,1.146813e+000
8.334391190445933e-003,1.153601e+000
8.334406345426544e-003,1.158150e+000
8.334422538531901e-003,1.160655e+000
8.334441991475487e-003,1.161697e+000
8.334474124254039e-003,1.160593e+000
8.334497920633182e-003,1.159400e+000
8.334521717012326e-003,1.158444e+000
8.334545513391469e-003,1.157725e+000
8.334569309770610e-003,1.157241e+000
8.334593106149753e-003,1.156994e+000
8.334616902528897e-003,1.156984e+000
8.334640698908040e-003,1.157210e+000
8.344353798885772e-003,1.130061e+000
8.354066898863505e-003,1.103239e+000
8.363779998841237e-003,1.076745e+000
8.373493098818970e-003,1.050579e+000
8.383206198796702e-003,1.024740e+000
8.392919298774434e-003,9.992284e-001
8.402632398752167e-003,9.740443e-001
8.440067294585501e-003,8.794506e-001
8.477502190418835e-003,7.895540e-001
8.514937086252169e-003,7.044419e-001
8.552371982085503e-003,6.240643e-001
8.589806877918837e-003,5.483537e-001
8.627241773752171e-003,4.772267e-001
8.664676669585505e-003,4.105859e-001
8.702111565418839e-003,3.483221e-001
8.739546461252173e-003,2.903156e-001
8.776981357085507e-003,2.364378e-001
8.814416252918841e-003,1.865525e-001
8.851851148752175e-003,1.405179e-001
8.889286044585509e-003,9.818689e-002
8.926720940418843e-003,5.940906e-002
8.964155836252177e-003,2.403125e-002
9.001590732085511e-003,-8.101257e-003
9.039025627918845e-003,-3.714395e-002
9.076460523752179e-003,-6.325221e-002
9.113895419585513e-003,-8.658063e-002
9.151330315418847e-003,-1.072823e-001
9.188765211252181e-003,-1.255083e-001
9.226200107085514e-003,-1.414070e-001
9.263635002918848e-003,-1.551240e-001
9.301069898752182e-003,-1.668012e-001
9.338504794585516e-003,-1.765769e-001
9.375939690418850e-003,-1.845850e-001
9.413374586252184e-003,-1.909555e-001
9.450809482085518e-003,-1.958136e-001
9.488244377918852e-003,-1.992797e-001
9.525679273752186e-003,-2.014696e-001
9.563114169585520e-003,-2.024941e-001
9.600549065418854e-003,-2.024590e-001
9.637983961252188e-003,-2.014651e-001
9.675418857085522e-003,-1.996080e-001
9.712853752918856e-003,-1.969787e-001
9.750288648752190e-003,-1.936630e-001
9.787723544585524e-003,-1.897417e-001
9.825158440418858e-003,-1.852911e-001
9.862593336252192e-003,-1.803825e-001
9.900028232085526e-003,-1.750827e-001
9.937463127918860e-003,-1.694731e-001
9.946539823930451e-003,-1.680772e-001
9.955616519942040e-003,-1.666645e-001
9.964693215953630e-003,-1.652350e-001
9.973769911965219e-003,-1.637888e-001
9.982846607976810e-003,-1.623259e-001
9.991923303988399e-003,-1.608462e-001
1.000099999999999e-002,-1.593497e-001
1.000100722652957e-002,-1.594525e-001
1.000101082342799e-002,-1.596092e-001
1.000101685280967e-002,-1.601074e-001
1.000102299869542e-002,-1.610158e-001
1.000103213311662e-002,-1.632247e-001
1.000104206053627e-002,-1.668867e-001
1.000105587559637e-002,-1.741371e-001
1.000107184861339e-002,-1.852777e-001
1.000109500591839e-002,-2.053891e-001
1.000113082533879e-002,-2.407605e-001
1.000119271461944e-002,-3.051692e-001
1.000122699584552e-002,-3.401329e-001
1.000127378127774e-002,-3.870367e-001
1.000199999999999e-002,-1.111745e+000
1.000200804341230e-002,-1.119534e+000
1.000201876796205e-002,-1.129207e+000
1.000203005467872e-002,-1.138165e+000
1.000204328475182e-002,-1.146626e+000
1.000205773576264e-002,-1.153380e+000
1.000207283533216e-002,-1.157894e+000
1.000208895843721e-002,-1.160369e+000
1.000210827505774e-002,-1.161380e+000
1.000214027717756e-002,-1.160248e+000
1.000216389954633e-002,-1.159048e+000
1.000218752191511e-002,-1.158086e+000
1.000221114428389e-002,-1.157362e+000
1.000223476665267e-002,-1.156876e+000
1.000225838902145e-002,-1.156629e+000
1.000228201139023e-002,-1.156620e+000
1.000230563375901e-002,-1.156849e+000
1.001152740787699e-002,-1.131063e+000
1.002074918199497e-002,-1.105572e+000
1.002997095611296e-002,-1.080379e+000
1.003919273023094e-002,-1.055481e+000
1.004841450434892e-002,-1.030881e+000
1.005763627846691e-002,-1.006576e+000
1.006685805258489e-002,-9.825683e-001
1.010429294841822e-002,-8.875855e-001
1.014172784425156e-002,-7.972480e-001
1.017916274008489e-002,-7.117002e-001
1.021659763591823e-002,-6.308937e-001
1.025403253175156e-002,-5.547624e-001
1.029146742758489e-002,-4.832240e-001
1.032890232341823e-002,-4.161825e-001
1.036633721925156e-002,-3.535293e-001
1.040377211508490e-002,-2.951455e-001
1.044120701091823e-002,-2.409032e-001
1.047864190675156e-002,-1.906668e-001
1.051607680258490e-002,-1.442947e-001
1.055351169841823e-002,-1.016403e-001
1.059094659425157e-002,-6.255330e-002
1.062838149008490e-002,-2.688065e-002
1.066581638591823e-002,5.532324e-003
1.070325128175157e-002,3.484114e-002
1.074068617758490e-002,6.120126e-002
1.077812107341824e-002,8.476745e-002
1.081555596925157e-002,1.056930e-001
1.085299086508490e-002,1.241292e-001
1.089042576091824e-002,1.402249e-001
1.092786065675157e-002,1.541258e-001
1.096529555258491e-002,1.659743e-001
1.100273044841824e-002,1.759090e-001
1.104016534425157e-002,1.840643e-001
1.107760024008491e-002,1.905705e-001
1.111503513591824e-002,1.955533e-001
1.115247003175158e-002,1.991337e-001
1.118990492758491e-002,2.014277e-001
1.122733982341824e-002,2.025468e-001
1.126477471925158e-002,2.025970e-001
1.130220961508491e-002,2.016798e-001
1.133964451091825e-002,1.998912e-001
1.137707940675158e-002,1.973226e-001
1.141451430258491e-002,1.940602e-001
1.145194919841825e-002,1.901854e-001
1.148938409425158e-002,1.857748e-001
1.152681899008492e-002,1.809002e-001
1.156425388591825e-002,1.756289e-001
1.160168878175158e-002,1.700403e-001
1.161097133673945e-002,1.686181e-001
1.162025389172732e-002,1.671781e-001
1.162953644671518e-002,1.657203e-001
1.163881900170305e-002,1.642448e-001
1.164810155669092e-002,1.627515e-001
1.165738411167878e-002,1.612405e-001
1.166666666666665e-002,1.597117e-001
1.166667389464272e-002,1.598144e-001
1.166667749283100e-002,1.599711e-001
1.166668352378635e-002,1.604690e-001
1.166668965555974e-002,1.613743e-001
1.166669878685928e-002,1.635794e-001
1.166670870148404e-002,1.672314e-001
1.166672251431090e-002,1.744706e-001
1.166673847133417e-002,1.855863e-001
1.166676161726818e-002,2.056674e-001
1.166679735720990e-002,2.409337e-001
1.166685913145209e-002,3.052041e-001
1.166689341490496e-002,3.401681e-001
1.166694009245770e-002,3.869588e-001
1.166766666666665e-002,1.111855e+000
1.166767470574585e-002,1.119640e+000
1.166768542451812e-002,1.129311e+000
1.166769675242382e-002,1.138307e+000
1.166771003453349e-002,1.146813e+000
1.166772452377934e-002,1.153601e+000
1.166773967875997e-002,1.158150e+000
1.166775587186533e-002,1.160655e+000
1.166777532480895e-002,1.161697e+000
1.166780745758748e-002,1.160593e+000
1.166783125396664e-002,1.159400e+000
1.166785505034580e-002,1.158444e+000
1.166787884672496e-002,1.157725e+000
1.166790264310413e-002,1.157241e+000
1.166792643948329e-002,1.156994e+000
1.166795023586245e-002,1.156984e+000
1.166797403224161e-002,1.157210e+000
1.167768713229579e-002,1.130061e+000
1.168740023234997e-002,1.103239e+000
1.169711333240416e-002,1.076745e+000
1.170682643245834e-002,1.050579e+000
1.171653953251253e-002,1.024740e+000
1.172625263256671e-002,9.992284e-001
1.173596573262089e-002,9.740443e-001
1.177340062845423e-002,8.794506e-001
1.181083552428756e-002,7.895540e-001
1.184827042012089e-002,7.044419e-001
1.188570531595423e-002,6.240643e-001
1.192314021178756e-002,5.483537e-001
1.196057510762090e-002,4.772267e-001
1.199801000345423e-002,4.105859e-001
1.203544489928756e-002,3.483221e-001
1.207287979512090e-002,2.903156e-001
1.211031469095423e-002,2.364378e-001
1.214774958678757e-002,1.865525e-001
1.218518448262090e-002,1.405179e-001
1.222261937845423e-002,9.818689e-002
1.226005427428757e-002,5.940906e-002
1.229748917012090e-002,2.403125e-002
1.233492406595424e-002,-8.101257e-003
1.237235896178757e-002,-3.714395e-002
1.240979385762090e-002,-6.325221e-002
1.244722875345424e-002,-8.658062e-002
1.248466364928757e-002,-1.072823e-001
1.252209854512091e-002,-1.255083e-001
1.255953344095424e-002,-1.414070e-001
1.259696833678757e-002,-1.551240e-001
1.263440323262091e-002,-1.668012e-001
1.267183812845424e-002,-1.765769e-001
1.270927302428758e-002,-1.845850e-001
1.274670792012091e-002,-1.909555e-001
1.278414281595424e-002,-1.958136e-001
1.282157771178758e-002,-1.992797e-001
1.285901260762091e-002,-2.014696e-001
1.289644750345425e-002,-2.024941e-001
1.293388239928758e-002,-2.024590e-001
1.297131729512091e-002,-2.014651e-001
1.300875219095425e-002,-1.996080e-001
1.304618708678758e-002,-1.969787e-001
1.308362198262092e-002,-1.936630e-001
1.312105687845425e-002,-1.897417e-001
1.315849177428758e-002,-1.852911e-001
1.319592667012092e-002,-1.803825e-001
1.323336156595425e-002,-1.750827e-001
1.327079646178759e-002,-1.694731e-001
1.327987315772269e-002,-1.680772e-001
1.328894985365780e-002,-1.666645e-001
1.329802654959290e-002,-1.652350e-001
1.330710324552801e-002,-1.637888e-001
1.331617994146311e-002,-1.623259e-001
1.332525663739822e-002,-1.608462e-001
1.333433333333332e-002,-1.593497e-001
1.333434055986291e-002,-1.594525e-001
1.333434415676134e-002,-1.596092e-001
1.333435018614300e-002,-1.601074e-001
1.333435633202877e-002,-1.610158e-001
1.333436546644997e-002,-1.632247e-001
1.333437539386963e-002,-1.668867e-001
1.333438920892972e-002,-1.741371e-001
1.333440518194676e-002,-1.852777e-001
1.333442833925178e-002,-2.053891e-001
1.333446415867227e-002,-2.407605e-001
1.333452604795301e-002,-3.051692e-001
1.333456032917911e-002,-3.401329e-001
1.333460711461142e-002,-3.870367e-001
1.333533333333332e-002,-1.111745e+000
1.333534137674566e-002,-1.119534e+000
1.333535210129545e-002,-1.129207e+000
1.333536338801210e-002,-1.138165e+000
1.333537661808519e-002,-1.146626e+000
1.333539106909601e-002,-1.153380e+000
1.333540616866554e-002,-1.157894e+000
1.333542229177059e-002,-1.160369e+000
1.333544160839114e-002,-1.161380e+000
1.333547361051094e-002,-1.160248e+000
1.333549723287973e-002,-1.159048e+000
1.333552085524852e-002,-1.158086e+000
1.333554447761731e-002,-1.157362e+000
1.333556809998610e-002,-1.156876e+000
1.333559172235489e-002,-1.156629e+000
1.333561534472367e-002,-1.156620e+000
1.333563896709246e-002,-1.156849e+000
1.334486074124482e-002,-1.131063e+000
1.335408251539718e-002,-1.105572e+000
